image_name,row,col,building_count
gee_image_row6_col13.png,6,13,34
gee_image_row6_col14.png,6,14,12
gee_image_row6_col15.png,6,15,24
gee_image_row6_col16.png,6,16,25
gee_image_row6_col17.png,6,17,25
gee_image_row6_col18.png,6,18,40
gee_image_row6_col19.png,6,19,5
gee_image_row6_col2.png,6,2,0
gee_image_row6_col20.png,6,20,27
gee_image_row6_col21.png,6,21,24
gee_image_row6_col22.png,6,22,30
gee_image_row6_col23.png,6,23,82
gee_image_row6_col24.png,6,24,0
gee_image_row6_col25.png,6,25,0
gee_image_row6_col26.png,6,26,0
gee_image_row6_col27.png,6,27,0
gee_image_row6_col28.png,6,28,0
gee_image_row6_col29.png,6,29,0
gee_image_row6_col3.png,6,3,0
gee_image_row6_col30.png,6,30,0
gee_image_row6_col4.png,6,4,0
gee_image_row6_col5.png,6,5,0
gee_image_row6_col6.png,6,6,0
gee_image_row6_col7.png,6,7,0
gee_image_row6_col8.png,6,8,2
gee_image_row6_col9.png,6,9,29
gee_image_row7_col0.png,7,0,0
gee_image_row7_col1.png,7,1,0
gee_image_row7_col10.png,7,10,22
gee_image_row7_col11.png,7,11,17
gee_image_row7_col12.png,7,12,20
gee_image_row7_col13.png,7,13,29
gee_image_row7_col14.png,7,14,24
gee_image_row7_col15.png,7,15,35
gee_image_row7_col16.png,7,16,20
gee_image_row7_col17.png,7,17,42
gee_image_row7_col18.png,7,18,32
gee_image_row7_col19.png,7,19,7
gee_image_row7_col2.png,7,2,0
gee_image_row7_col20.png,7,20,34
gee_image_row7_col21.png,7,21,27
gee_image_row7_col22.png,7,22,47
gee_image_row7_col23.png,7,23,57
gee_image_row7_col24.png,7,24,0
gee_image_row7_col25.png,7,25,0
gee_image_row7_col26.png,7,26,0
gee_image_row7_col27.png,7,27,0
gee_image_row7_col28.png,7,28,0
gee_image_row7_col29.png,7,29,0
gee_image_row7_col3.png,7,3,0
gee_image_row7_col30.png,7,30,0
gee_image_row7_col4.png,7,4,0
gee_image_row7_col5.png,7,5,0
gee_image_row7_col6.png,7,6,0
gee_image_row7_col7.png,7,7,0
gee_image_row7_col8.png,7,8,7
gee_image_row7_col9.png,7,9,7
gee_image_row8_col0.png,8,0,0
gee_image_row8_col1.png,8,1,0
gee_image_row8_col10.png,8,10,5
gee_image_row8_col11.png,8,11,9
gee_image_row8_col12.png,8,12,11
gee_image_row8_col13.png,8,13,42
gee_image_row8_col14.png,8,14,36
gee_image_row8_col15.png,8,15,36
gee_image_row8_col16.png,8,16,33
gee_image_row8_col17.png,8,17,42
gee_image_row8_col18.png,8,18,38
gee_image_row8_col19.png,8,19,3
gee_image_row8_col2.png,8,2,0
gee_image_row8_col20.png,8,20,30
gee_image_row8_col21.png,8,21,32
gee_image_row8_col22.png,8,22,32
gee_image_row8_col23.png,8,23,35
gee_image_row8_col24.png,8,24,36
gee_image_row8_col25.png,8,25,0
gee_image_row8_col26.png,8,26,0
